3783.5375585500	0.6944335
3785.9532942900	0.5700912
3786.1726332500	0.5982826
3786.6809272200	0.6726899
3787.8904809100	0.7534608
3790.0994848400	0.7181916
3790.7675790600	0.6001287
3793.3479262400	0.5142037
3793.6010876800	0.5705873
3794.3458653400	0.5618356
3795.0107094500	0.7650939
3797.5221527200	0.5012646
3798.5204288700	0.6665444
3799.5574851500	0.6992329
3801.6832365100	0.5100022
3805.3480873800	0.6773238
3806.7151656700	0.7658188
3807.1508106400	0.7528786
3807.5419026500	0.6600832
3808.7334323000	0.6035163
3809.5806226700	0.5487135
3812.9724618500	0.7826048
3813.9019142400	0.5282944
3814.5545762200	0.7615812
3815.8503164400	0.6051301
3817.6394628700	0.5766657
3820.4368871700	0.5781469
3821.1834256200	0.6383842
3823.5130949200	0.5893910
3824.3187641500	0.5660995
3824.4531279200	0.5504974
3825.8920180100	0.6148402
3827.8327808600	0.6054481
3829.3649895700	0.6735727
3832.3147751100	0.7068821
3834.2356082300	0.6088691
3838.3041180900	0.7037375
3839.2589802900	0.5252548
3840.4474644800	0.6552322
3841.0571676400	0.6143110
3843.0238611200	0.5696313
3843.2624580200	0.6126691
3845.1848232200	0.6317747
3845.4712964200	0.6932881
3846.8047739100	0.5880997
3849.9778843900	0.7310556
3850.8248580500	0.6965322
3852.5773945100	0.6146537
3856.3834511700	0.7469913
3858.3044003800	0.7569072
3859.2192836800	0.6025670
3859.9230662200	0.6065813
3863.7342947300	0.5720610
3865.5335594300	0.7786400
3867.2209861200	0.6240450
3869.5867436600	0.6821089
3871.7539213100	0.5208798
3872.5128566500	0.8017712
3873.1164475800	0.7273232
3873.7651088300	0.6401493
3873.9592464400	0.6293682
3876.0457429800	0.5685211
3878.0310592500	0.7817332
3878.5847252700	0.6343309
3881.8792940800	0.6121818
3883.2950925000	0.6965444
3884.3642813100	0.5235553
3885.5163464500	0.5421760
3886.2938320100	0.6364067
3887.0580699800	0.7027357
3888.5240680500	0.6054047
3893.3885735500	0.6076653
3894.0701571600	0.7600873
3895.6668743200	0.7742974
3897.4563912000	0.5202525
3897.8981126400	0.5822277
3898.0207114200	0.7455378
3899.7180703800	0.8071770
3900.5434647100	0.7425771
3902.9544815400	0.7646166
3903.8889449500	0.6310127
3906.4901040500	0.7748091
3907.9376739900	0.5538006
3913.4682017700	0.7639393
3913.6342302600	0.5387452
3916.7346724300	0.5442399
3917.1836322100	0.6764010
3918.3210789500	0.5079606
3918.6436862800	0.5538999
3920.2680282600	0.7617899
3921.0435509600	0.5011268
3922.9201942700	0.8243904
3925.9679665500	0.5789774
3927.9323279100	0.6764708
3930.3079451600	0.5585800
3940.8833288700	0.5383886
3942.4366770200	0.5701842
3944.0165800400	0.6112141
3948.1010104400	0.5501379
3949.9573793800	0.6306754
3951.1656202900	0.5503495
3952.6191686400	0.5607589
3956.4595438000	0.5285821
3956.6822966100	0.6405454
3957.0328171800	0.6082956
3958.2118302700	0.5364709
3961.5316792500	0.6703922
3973.6821300200	0.5028632
3976.6441072300	0.6382565
3977.7455769700	0.6195278
3981.7705552300	0.5963467
3983.9441016000	0.6666431
3986.7582427800	0.5272059
3989.7669132100	0.6003467
3995.3110718500	0.6322258
3997.4009402100	0.6713499
3997.9065770500	0.5650086
3998.0562697200	0.6175318
3998.6387933400	0.5789320
4005.2510989200	0.7254779
4008.9102738000	0.5010490
4009.7118264300	0.6471227
4012.3898840100	0.5264584
4013.8115721600	0.5148484
4014.5247239900	0.6635224
4017.1336667100	0.6409223
4018.0998116000	0.6289265
4021.8682664900	0.6413007
4024.7282305000	0.5571181
4029.6410193800	0.5236846
4030.4932394100	0.5604063
4030.7609365500	0.8941857
4032.6356924800	0.5741683
4033.0719763500	0.8574706
4034.4896915900	0.8422841
4035.7209785200	0.5759109
4041.3580792500	0.7714455
4043.9128527000	0.5955729
4044.6082176700	0.5246522
4045.8242490400	0.5851910
4048.7471796000	0.6628895
4054.8377540800	0.5561056
4055.5457033400	0.6242285
4058.2157378200	0.5016388
4058.9252149900	0.5105037
4062.4448207100	0.5580936
4063.6048072300	0.6276805
4066.9840028300	0.6089739
4067.2747695700	0.5059147
4067.9836073800	0.5556825
4070.7744731400	0.5063857
4071.7497345100	0.6468585
4076.6340590400	0.5155938
4076.8118739700	0.5202568
4077.7256878900	0.8057714
4078.3614568300	0.5334743
4079.2244837200	0.6086859
4083.6159541800	0.6050100
4084.4956123700	0.5086351
4085.0086374500	0.5032646
4085.2957294700	0.5819832
4107.4919279700	0.5888742
4109.8022942000	0.5710112
4114.4487626900	0.5058503
4118.5503293800	0.6244486
4118.7819613100	0.5520900
4121.3227868400	0.6765423
4127.6110029300	0.5370875
4132.0677275200	0.7232921
4132.9046314500	0.5781442
4134.6814908000	0.6359782
4143.4307375700	0.6662123
4143.8778861500	0.7136382
4147.6738886500	0.5948864
4152.1638793200	0.5263499
4153.9014914600	0.5675805
4154.5035938700	0.5800695
4154.8103113400	0.5823700
4156.8037521500	0.6046715
4157.7843575500	0.5623891
4163.6514123200	0.5344478
4167.2770584400	0.5346665
4170.9076680200	0.5161970
4172.1197120200	0.5208260
4172.7413420000	0.5627356
4173.4890302400	0.6150699
4174.9164990400	0.5754861
4175.6403171800	0.6002634
4176.5711216300	0.5050536
4177.5730873000	0.6539323
4181.7610288900	0.6406718
4184.8968314200	0.5603185
4187.0462150500	0.6671963
4187.8070987600	0.6852605
4191.4367670800	0.6514332
4195.3369805300	0.5609791
4198.2959086900	0.7124938
4199.1032407900	0.6724232
4202.0393582900	0.7306678
4203.9751640000	0.6626384
4206.6937440600	0.5837266
4210.3603521100	0.7054250
4215.5345638400	0.7743706
4216.1894464400	0.6108948
4217.5538055500	0.5485044
4219.3766748900	0.6840620
4222.2186479300	0.6289384
4224.1757729400	0.5412468
4225.4582146000	0.5220734
4226.7387811400	0.6959214
4227.4323561100	0.5824082
4233.1717259100	0.5575690
4233.6097000100	0.6662778
4235.9488933100	0.6815881
4238.8127422000	0.5327249
4245.2799425200	0.5790244
4246.8364709200	0.7579762
4247.4273649600	0.5042136
4250.1283226500	0.6774447
4250.7959949500	0.8143879
4254.3450756100	0.7880926
4260.4848046500	0.5961415
4267.8141711400	0.5995979
4271.1633849500	0.5956974
4271.7729300100	0.6093602
4274.8058189100	0.7837655
4282.4093068400	0.6664695
4283.0121771200	0.6872637
4285.4416552200	0.5515189
4289.3685392200	0.6216156
4289.7255571600	0.7585806
4290.2208393200	0.6374677
4290.9288293900	0.5538344
4291.4681922600	0.5225808
4293.0986530500	0.5269805
4294.1238959800	0.7862931
4298.0247353700	0.5427440
4298.9900848600	0.5254737
4299.2426465200	0.5956578
4300.0503775400	0.6072953
4301.0954597200	0.5755551
4301.9235684900	0.5877215
4302.5355459900	0.7390174
4307.9094315300	0.6919582
4309.3918257200	0.5601426
4314.0861044000	0.6566590
4315.0861053200	0.6429108
4318.6543277100	0.6380292
4320.7427541000	0.6026022
4324.9979346000	0.5584728
4325.7742165500	0.5775694
4337.0526081700	0.5737912
4337.9219148000	0.5657856
4340.4790219100	0.5211358
4344.5079962000	0.5193435
4351.7747209500	0.5766031
4352.7396579000	0.5709979
4367.6055359700	0.5929264
4374.4665173900	0.5930200
4375.9401740900	0.7017417
4383.5572854100	0.5669178
4395.0385700300	0.6634319
4399.7709844800	0.5546555
4400.3957631200	0.5509809
4404.7621065900	0.5526022
4407.6964229600	0.6121041
4408.4271076200	0.5486978
4415.1338422900	0.6637697
4415.5564034800	0.5257137
4417.7187634900	0.5442518
4425.4410628300	0.6089785
4427.3155147600	0.6266487
4434.9647591900	0.6253592
4435.6830947000	0.5667754
4442.3463925500	0.5721174
4443.1981046800	0.5253136
4443.8079842000	0.6588588
4447.7260973600	0.5665776
4450.4865139900	0.5095725
4454.7815401500	0.6681917
4455.8860724000	0.6037207
4459.1097365100	0.6844418
4461.6591582100	0.6212952
4466.5609275500	0.6257689
4468.4988822300	0.6460895
4476.0486382100	0.6789777
4482.2115955400	0.6780617
4489.7447017100	0.5130239
4494.5695112100	0.5878518
4501.2759730800	0.6351534
4531.1535408900	0.5488414
4533.9683877600	0.6315784
4549.6307599500	0.6220481
4554.0371714400	0.7685145
4563.7646243500	0.5827385
4571.0984728300	0.5033879
4571.9785662800	0.6501003
4602.9464658200	0.5452776
4646.1678625200	0.5143830
4702.9989789900	0.5421655
4754.0405597900	0.5119455
4783.4249553500	0.5354123
4823.5126107500	0.5293218
4871.3264276700	0.5459719
4872.1446250900	0.5351535
4878.1949231200	0.6057178
4890.7646381000	0.5324613
4891.5023975900	0.5520831
4919.0002250300	0.5566326
4920.5146541200	0.5214126
4923.9331029400	0.5387947
4934.0746739200	0.7481968
4957.3089039700	0.5136787
4957.6113516100	0.5617064
5006.1245730600	0.5162444
5007.2457362300	0.5662140
5012.0856582100	0.5718660
5014.2525169200	0.5015211
5018.4489507300	0.5514989
5083.3458073000	0.5214528
5110.4096352900	0.5508149
5167.4957382700	0.5292394
5171.6091496900	0.5099264
5172.6993493100	0.5503864
5183.6189988000	0.5808843
5192.3520854200	0.5009066
5202.3248659100	0.5179585
5204.5403174700	0.6506479
5206.0459399300	0.5543646
5208.4349667400	0.6101794
5227.1923206900	0.6068903
5264.1968558100	0.5316066
5269.5504015500	0.6083770
5270.3367454400	0.6192707
5328.0503616600	0.5870224
5371.5000209900	0.5794489
5397.1396557000	0.5805907
5405.7849089300	0.5772343
5434.5323692300	0.5428970
5446.9226463900	0.5932286
5455.6175770300	0.5626256
5588.7596960900	0.5190797
